tahun_masuk,jenis_kelamin,id_prodi,id_status_masuk_mahasiswa,sks,kode_tahun_ajaran,id_status_mahasiswa,IPS1,IPS2,IPS3,IPS4,IPS5,IPS6,IPS7,IPS8
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,0.94,20202,L,3.59,3.68,3.64,0.94,0.00,0.00,0.00,3.50
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.45,20192,L,3.45,3.45,3.70,3.66,3.68,3.63,3.86,3.50
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.57,20211,L,3.55,3.68,3.62,0.00,3.57,3.63,3.46,0.00
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.32,20202,L,3.50,3.63,3.82,3.32,3.34,3.14,3.59,3.25
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.16,20202,L,3.60,0.00,3.50,3.16,3.52,3.44,3.53,0.00
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.45,20211,L,3.35,3.35,3.50,3.60,3.45,3.52,3.90,0.12
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.42,20211,L,3.81,0.00,0.00,0.00,3.42,3.61,4.00,3.25
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.70,20222,L,3.75,3.52,3.64,3.80,3.80,3.64,3.88,3.70
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.59,20191,L,3.59,3.65,3.77,3.66,3.36,3.61,3.79,0.00
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.65,20191,L,3.65,3.65,3.70,3.89,3.75,3.75,3.70,3.73
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.65,20191,L,3.65,3.55,3.62,3.52,3.68,3.50,3.50,3.54
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.43,20211,L,3.58,3.66,3.80,3.85,3.43,3.02,2.61,3.34
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.39,20202,L,3.89,0.00,3.75,3.39,3.73,3.52,3.83,0.00
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.58,20222,L,3.18,3.45,3.40,3.69,3.88,1.00,3.50,3.58
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.54,20191,L,3.54,3.64,3.48,3.43,3.50,3.33,3.70,0.00
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.38,20191,L,3.38,3.52,3.44,3.27,3.02,3.28,3.89,0.00
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.57,20201,L,3.28,1.24,3.57,3.70,3.70,3.73,3.75,3.65
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.80,20191,L,3.80,3.79,3.79,3.75,3.78,3.77,4.00,3.50
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.61,20222,L,3.68,3.25,3.60,3.72,3.70,3.59,3.73,3.61
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.63,20222,L,0.00,3.50,3.41,3.07,3.79,3.72,3.87,3.63
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.68,20191,L,3.68,3.67,3.68,3.00,3.45,3.14,3.50,3.45
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,2.23,20191,L,2.23,3.23,2.66,2.97,3.32,0.81,0.00,0.00
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.55,20221,L,3.58,3.64,3.58,3.61,3.65,3.64,3.55,3.52
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.90,20221,L,2.98,3.42,3.39,3.11,3.57,3.29,3.90,3.50
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.82,20211,L,3.57,3.75,3.60,3.69,3.82,3.73,3.64,3.77
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,2.38,20202,L,3.57,3.59,3.73,2.38,2.59,2.92,3.50,2.53
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.70,20192,L,3.30,3.70,3.27,3.43,3.34,3.11,2.11,3.00
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.40,20192,L,3.63,3.40,3.44,3.50,3.48,3.64,4.00,3.00
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.34,20192,L,3.27,3.34,3.47,3.67,3.75,0.00,0.00,3.25
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.77,20201,L,3.32,3.55,3.77,3.72,3.79,3.50,3.25,3.36
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.48,20212,L,3.68,3.52,3.27,3.41,3.58,3.48,3.65,3.34
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.61,20212,L,3.23,3.32,3.57,3.52,3.59,3.61,4.00,3.50
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.70,20211,L,3.62,3.45,3.48,3.70,3.70,3.52,3.64,3.45
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.69,20211,L,3.90,3.89,3.98,3.88,3.69,3.81,3.70,3.50
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,2.95,20202,L,3.49,3.52,3.46,2.95,3.18,3.25,3.52,3.22
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.25,20192,L,3.36,3.25,3.54,3.51,3.71,3.43,3.65,3.53
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.50,20191,L,3.50,2.38,1.12,0.00,0.00,2.69,1.82,3.50
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.59,20192,L,3.48,3.59,3.41,3.52,3.73,3.66,3.71,3.75
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.66,20202,L,3.52,3.57,3.61,3.66,3.61,3.52,3.82,3.68
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.73,20222,L,3.52,3.58,3.52,3.55,3.57,3.71,3.79,3.73
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.70,20221,L,3.27,2.59,2.43,3.02,3.05,2.36,3.70,3.59
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.75,20211,L,3.36,3.27,3.27,3.20,3.75,3.68,3.86,3.73
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.41,20221,L,3.45,3.43,3.48,3.51,3.54,0.00,3.41,3.59
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.77,20212,L,3.45,3.60,3.70,3.66,3.70,3.77,4.00,3.50
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.84,20202,L,3.60,3.75,3.80,3.84,3.75,3.86,3.84,3.84
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.76,20211,L,3.57,3.55,3.50,3.70,3.76,3.89,3.83,3.70
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.71,20211,L,3.75,3.86,3.88,3.50,3.71,3.61,4.00,3.50
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.23,20191,L,3.23,3.20,3.41,3.70,3.61,3.30,3.92,3.50
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.25,20191,L,3.25,3.36,3.36,3.46,3.64,3.70,4.00,0.00
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.55,20191,L,3.55,3.41,3.48,3.45,3.55,3.43,4.00,0.00
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.65,20221,L,3.34,2.92,2.41,2.41,2.25,2.22,3.65,3.79
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.36,20211,L,3.73,3.63,3.64,0.00,3.36,3.54,3.71,3.50
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.67,20202,L,3.19,2.67,1.56,3.67,3.64,3.73,3.86,3.25
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,1.42,20202,L,3.45,3.50,3.60,1.42,2.31,1.03,1.22,2.06
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,0.00,20202,L,2.95,1.18,0.36,0.00,0.00,0.00,0.00,0.00
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.68,20211,L,3.63,3.61,3.84,3.62,3.68,3.60,3.43,3.36
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.54,20201,L,3.85,3.92,3.54,0.00,0.00,0.00,0.00,0.00
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.20,20201,L,3.70,3.70,3.20,3.30,3.31,3.55,3.43,3.50
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,2.67,20202,L,0.57,3.24,3.32,2.67,2.68,0.00,0.00,0.00
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.49,20202,L,3.40,3.48,3.54,3.49,3.00,0.00,2.00,0.00
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.52,20202,L,3.25,3.50,3.39,3.52,3.62,3.80,3.94,3.75
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.66,20221,L,3.09,3.32,3.49,3.45,3.33,3.44,3.66,3.77
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.77,20221,L,3.25,1.17,0.00,0.00,1.40,0.00,3.77,3.25
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.60,20191,L,3.60,3.58,3.58,3.61,3.70,0.00,0.00,0.00
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.52,20201,L,3.64,3.57,3.52,3.45,3.52,3.75,3.59,3.53
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.55,20221,L,3.84,3.64,3.70,3.86,3.93,3.80,3.55,3.48
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.45,20221,L,3.30,3.18,2.55,3.05,2.73,1.91,3.45,3.20
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.59,20191,L,3.59,3.59,3.76,3.69,3.65,3.58,3.93,3.50
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.27,20191,L,3.27,3.48,2.99,3.44,3.33,3.58,3.71,3.50
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.64,20202,L,3.48,3.57,3.65,3.64,3.68,0.00,0.00,0.00
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.82,20211,L,3.60,0.00,0.00,3.25,3.82,3.50,3.77,3.67
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.48,20221,L,2.48,2.80,2.77,2.55,2.92,3.44,3.48,3.43
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.50,20222,L,3.66,3.75,3.70,3.68,3.75,3.59,3.71,3.50
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,0.00,20192,L,2.95,0.00,1.20,0.00,0.00,0.00,0.00,3.25
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.77,20202,L,3.57,3.68,3.55,3.77,3.70,3.75,3.84,3.82
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.59,20191,L,3.59,3.61,3.73,3.70,3.72,3.47,3.64,3.50
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.35,20221,L,3.59,3.34,3.45,3.45,3.57,3.55,3.35,3.44
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.45,20191,L,3.45,3.40,3.54,3.52,3.21,3.56,3.88,0.00
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.50,20221,L,3.20,3.42,3.48,3.54,3.54,3.61,3.50,0.12
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.61,20202,L,3.78,3.73,3.78,3.61,3.48,3.43,3.34,3.53
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,0.00,20192,L,3.15,0.00,0.00,3.25,3.57,3.43,3.41,3.34
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.65,20191,L,3.65,3.56,2.98,3.00,3.42,3.50,3.88,0.00
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.46,20221,L,3.44,3.58,3.64,3.75,3.75,3.50,3.46,3.62
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.36,20221,L,3.50,3.61,3.52,3.57,3.75,3.66,3.36,3.66
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.50,20221,L,3.37,3.50,3.52,3.46,3.43,3.45,3.50,0.00
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.45,20212,L,3.61,3.52,3.73,3.83,3.75,3.45,3.33,3.30
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,0.00,20212,L,3.48,3.45,3.55,3.66,3.75,0.00,0.00,3.50
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.62,20212,L,3.60,3.66,3.65,3.64,3.75,3.62,3.72,3.73
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.83,20222,L,3.55,3.72,3.64,3.76,3.63,3.50,3.74,3.83
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.39,20202,L,3.64,3.73,3.77,3.39,3.23,0.00,0.00,0.00
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.73,20211,L,3.53,3.59,3.73,3.64,3.73,3.77,3.74,3.58
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.64,20211,L,3.24,3.10,3.10,3.11,3.64,3.58,3.93,3.50
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.68,20191,L,3.68,3.82,3.66,3.59,3.58,3.06,1.86,0.62
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.64,20222,L,3.28,3.56,3.46,3.56,3.58,3.53,3.88,3.64
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.56,20212,L,3.62,3.47,3.85,0.00,3.75,3.56,3.85,0.00
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.70,20202,L,3.82,3.68,3.82,3.70,3.62,3.77,3.55,3.64
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.50,20202,L,3.38,3.28,3.65,3.50,3.27,3.25,3.23,3.48
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.62,20201,L,3.52,3.65,3.62,3.64,3.62,3.64,3.85,3.50
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.59,20211,L,3.39,3.57,3.59,3.57,3.59,3.40,3.68,0.00
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.86,20221,L,3.81,3.66,3.52,3.75,3.75,3.69,3.86,3.83
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.27,20191,L,3.27,3.25,3.34,3.61,3.43,3.50,4.00,3.75
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.77,20201,L,3.20,3.50,3.77,3.61,3.61,3.64,3.68,3.64
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.34,20191,L,3.34,2.64,3.21,3.40,3.85,0.50,0.69,0.00
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.52,20201,L,3.36,3.50,3.52,3.62,3.66,3.57,3.64,3.66
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.58,20201,L,3.64,3.50,3.58,3.31,3.58,3.56,3.87,0.00
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.86,20221,L,3.68,3.66,3.77,3.81,3.68,3.75,3.86,3.93
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.57,20201,L,3.60,3.55,3.57,3.58,3.64,3.59,3.61,3.60
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.58,20212,L,3.57,3.39,3.64,0.00,0.00,3.58,3.43,3.48
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.30,20221,L,3.58,3.55,3.90,0.00,0.00,3.75,3.30,0.00
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.60,20202,L,2.90,3.46,3.27,3.60,3.77,3.75,3.66,3.75
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.58,20191,L,3.58,3.54,3.52,3.56,3.62,3.69,4.00,0.00
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.59,20211,L,3.62,3.50,2.67,0.00,3.59,3.68,3.86,3.68
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,0.00,20211,L,3.41,3.54,3.79,0.00,0.00,0.00,3.40,3.60
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.08,20192,L,0.15,3.08,3.05,3.12,2.50,0.00,0.00,0.00
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,0.00,20222,L,3.25,3.41,3.48,3.52,3.66,3.55,3.92,0.00
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.34,20191,L,3.34,3.64,3.52,3.59,3.52,3.59,3.54,3.75
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.09,20192,L,3.55,3.09,3.20,3.34,3.35,3.60,3.75,0.00
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.68,20212,L,2.89,3.09,3.29,3.38,3.95,3.68,3.66,3.84
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.66,20222,L,3.40,3.46,3.48,3.65,3.65,3.58,3.88,3.66
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,0.00,20222,L,3.50,3.59,3.62,3.77,3.85,0.00,3.50,0.00
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.34,20201,L,3.34,3.41,3.34,3.40,3.13,3.04,3.34,3.16
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,1.39,20222,L,3.62,3.67,3.75,1.00,0.00,0.00,0.00,1.39
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.51,20202,L,3.48,3.65,3.60,3.51,3.71,0.00,0.00,3.25
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.66,20202,L,3.73,3.51,3.75,3.66,3.71,3.54,3.88,0.00
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,4.00,20221,L,3.00,3.32,3.36,3.59,3.42,3.71,4.00,3.50
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,2.88,20202,L,3.38,3.61,3.57,2.88,3.31,3.25,3.38,1.12
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.41,20222,L,3.50,3.68,3.66,3.66,3.71,0.00,0.00,3.41
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.64,20201,L,3.88,0.00,3.64,3.82,3.84,3.89,3.96,3.75
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,0.00,20201,L,3.75,3.50,0.00,3.25,3.66,3.55,3.50,3.52
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.66,20191,L,3.66,3.69,3.66,3.49,3.45,3.67,3.92,0.00
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.50,20192,L,3.75,3.50,3.65,3.44,3.55,3.41,4.00,0.00
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.50,20202,L,3.50,3.58,2.58,3.50,3.58,3.61,3.73,3.69
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.65,20222,L,3.45,3.58,3.57,3.55,3.50,3.70,3.64,3.65
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.52,20192,L,3.73,3.52,3.58,3.50,3.61,3.51,4.00,0.00
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.46,20212,L,3.87,3.79,3.80,3.50,3.50,3.46,3.75,3.86
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.32,20201,L,3.46,3.50,3.32,2.59,3.36,3.60,3.57,0.94
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.66,20191,L,3.66,3.78,3.81,3.71,2.82,3.25,3.56,3.68
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.50,20191,L,3.50,3.65,3.50,3.75,3.75,3.66,3.89,3.50
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.50,20201,L,3.55,3.43,3.50,0.00,0.00,0.00,0.00,0.00
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,2.46,20192,L,3.75,2.46,1.93,2.23,3.31,1.60,0.75,0.81
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.77,20192,L,1.12,3.77,3.61,3.82,3.80,3.82,3.88,3.50
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.84,20212,L,3.75,0.00,0.00,0.00,3.50,3.84,3.93,3.78
